************************************************
*    Row   * EventNumb * RunNumber *      lumi *
*    21592 * 184536040 *         1 *    922681 *
*    21669 * 184536442 *         1 *    922683 *
*    21682 * 184536476 *         1 *    922683 *
*    21694 * 184536500 *         1 *    922683 *
*    21713 * 184536551 *         1 *    922683 *
*    21822 * 194709609 *         1 *    973549 *
*    21832 * 194709629 *         1 *    973549 *
*    21837 * 194709643 *         1 *    973549 *
*    21838 * 194709644 *         1 *    973549 *
*    21955 * 194709948 *         1 *    973550 *
*    22087 *  24675063 *         1 *    123376 *
*    22091 *  24675088 *         1 *    123376 *
*    22309 *  24676455 *         1 *    123383 *
*    22310 *  24676457 *         1 *    123383 *
*    22324 *  24676486 *         1 *    123383 *
*    22376 *  24675813 *         1 *    123380 *
*    22436 *  24675961 *         1 *    123380 *
*    22517 *  24676160 *         1 *    123381 *
*    22586 *  24676708 *         1 *    123384 *
*    22680 *  24676953 *         1 *    123385 *
*    22775 *  24677197 *         1 *    123386 *
*    22845 *  24677576 *         1 *    123388 *
*    23073 *  24677382 *         1 *    123387 *
*    23116 *  24679090 *         1 *    123396 *
*    23215 *  24679352 *         1 *    123397 *
*    23243 *  24679620 *         1 *    123399 *
*    23414 *  24685250 *         1 *    123427 *
*    23477 *  24687605 *         1 *    123439 *
*    23605 *  24687913 *         1 *    123440 *
*    23716 *  24685424 *         1 *    123428 *
*    23769 *  24685571 *         1 *    123428 *
*    23983 *  24686526 *         1 *    123433 *
*    24037 *  24688470 *         1 *    123443 *
*    24064 *  24688523 *         1 *    123443 *
*    24088 *  24688589 *         1 *    123443 *
*    24098 *  24689808 *         1 *    123450 *
*    24357 *  24690117 *         1 *    123451 *
*    24430 *  24690298 *         1 *    123452 *
*    24528 *  24690551 *         1 *    123453 *
*    24649 *  26525868 *         1 *    132630 *
*    24658 *  26525879 *         1 *    132630 *
*    24749 *  26529712 *         1 *    132649 *
*    24830 *  26684709 *         1 *    133424 *
*    24969 *  26691246 *         1 *    133457 *
*    25089 *  26695538 *         1 *    133478 *
*    25122 *  26685626 *         1 *    133429 *
*    25181 *  26685790 *         1 *    133429 *
*    25228 *  26688909 *         1 *    133445 *
*    25251 *  26688989 *         1 *    133445 *
*    25370 *  26692897 *         1 *    133465 *
*    25420 *  26692619 *         1 *    133464 *
*    25421 *  26692620 *         1 *    133464 *
*    25455 *  26692728 *         1 *    133464 *
*    25491 *  26693804 *         1 *    133470 *
*    25494 *  26693812 *         1 *    133470 *
*    25775 *  26695956 *         1 *    133480 *
*    25878 *  26702240 *         1 *    133512 *
*    25973 *  26704100 *         1 *    133521 *
*    26033 *  26696639 *         1 *    133484 *
*    26124 *  26702880 *         1 *    133515 *
*    26126 *  26702885 *         1 *    133515 *
*    26194 *  26706436 *         1 *    133533 *
*    26447 *  26706149 *         1 *    133531 *
*    26533 *  28921963 *         1 *    144610 *
*    26604 *  29010121 *         1 *    145051 *
*    26611 *  29010134 *         1 *    145051 *
*    26711 *  26703382 *         1 *    133517 *
*    26721 *  26727615 *         1 *    133639 *
*    26758 *  26727729 *         1 *    133639 *
*    26766 *  26727749 *         1 *    133639 *
*    26778 *  26727778 *         1 *    133639 *
*    26982 *  26708099 *         1 *    133541 *
*    27037 *  26728816 *         1 *    133645 *
*    27466 *  28936916 *         1 *    144685 *
*    27581 *  26736829 *         1 *    133685 *
*    27661 *  26736997 *         1 *    133685 *
*    27703 *  28943934 *         1 *    144720 *
*    27833 *  26726679 *         1 *    133634 *
*    27902 *  26728465 *         1 *    133643 *
*    27948 *  26728571 *         1 *    133643 *
*    28038 *  26739630 *         1 *    133699 *
*    28165 *  26727958 *         1 *    133640 *
*    28223 *  26728108 *         1 *    133641 *
*    28322 *  26729567 *         1 *    133648 *
*    28398 *  26738514 *         1 *    133693 *
*    28464 *  26739876 *         1 *    133700 *
*    28486 *  26739947 *         1 *    133700 *
*    28493 *  26739974 *         1 *    133700 *
*    28528 *  26753654 *         1 *    133769 *
*    28670 *  26765045 *         1 *    133826 *
*    28678 *  26765065 *         1 *    133826 *
*    28764 *  26750081 *         1 *    133751 *
*    28774 *  26750111 *         1 *    133751 *
*    28930 *  26753492 *         1 *    133768 *
*    29131 *  26752218 *         1 *    133762 *
*    29267 *  26753950 *         1 *    133770 *
*    29298 *  26765432 *         1 *    133828 *
*    29341 *  26765553 *         1 *    133828 *
*    29343 *  26765557 *         1 *    133828 *
*    29739 *  26751414 *         1 *    133758 *
*    29950 *  26751203 *         1 *    133757 *
*    30051 *  26752083 *         1 *    133761 *
*    30076 *  26752166 *         1 *    133761 *
*    30196 *  26751667 *         1 *    133759 *
*    30213 *  26751703 *         1 *    133759 *
*    30250 *  26752611 *         1 *    133764 *
*    30340 *  26754871 *         1 *    133775 *
*    30424 *  26767869 *         1 *    133840 *
*    30535 *  26768591 *         1 *    133843 *
*    30627 *  27842027 *         1 *    139211 *
*    30939 *  35667833 *         1 *    178340 *
*    31114 *  37655472 *         1 *    188278 *
*    31151 *  37655562 *         1 *    188278 *
*    31297 *  41954533 *         1 *    209773 *
*    31381 *  41954759 *         1 *    209774 *
*    31383 *  41954766 *         1 *    209774 *
*    31487 *  41965977 *         1 *    209830 *
*    31908 * 121957651 *         1 *    609789 *
*    32010 * 122159754 *         1 *    610799 *
*    32116 *  55424398 *         1 *    277122 *
*    32269 *  55481377 *         1 *    277407 *
*    32310 *  55795872 *         1 *    278980 *
*    32349 *  55795984 *         1 *    278980 *
*    32364 *  55897625 *         1 *    279489 *
*    32507 *  65466159 *         1 *    327331 *
*    32605 *  65472819 *         1 *    327365 *
*    32650 *  65472937 *         1 *    327365 *
*    32679 *  56718604 *         1 *    283594 *
*    32684 *  56718613 *         1 *    283594 *
*    32829 *  56719750 *         1 *    283599 *
*    32841 *  56719768 *         1 *    283599 *
*    33089 * 106015002 *         1 *    530076 *
*    33118 * 106015075 *         1 *    530076 *
*    33126 * 106015102 *         1 *    530076 *
*    33151 * 106015171 *         1 *    530076 *
*    33188 * 106016271 *         1 *    530082 *
*    33341 *  60411657 *         1 *    302059 *
*    33413 *  60716613 *         1 *    303584 *
*    33427 *  60716646 *         1 *    303584 *
*    33436 *  60716678 *         1 *    303584 *
*    33455 *  60716734 *         1 *    303584 *
*    33632 *  60719547 *         1 *    303598 *
*    33709 *  60413727 *         1 *    302069 *
*    34380 *  60812915 *         1 *    304065 *
*    34497 *  60865047 *         1 *    304326 *
*    34592 *  60728104 *         1 *    303641 *
*    34666 *  62697130 *         1 *    313486 *
*    34702 *  65102211 *         1 *    325512 *
*    34764 *  65102368 *         1 *    325512 *
*    34767 *  65102377 *         1 *    325512 *
*    35054 *  40986731 *         1 *    204934 *
*    35074 *  40986768 *         1 *    204934 *
*    35101 *  40987040 *         1 *    204936 *
*    35212 *  40987893 *         1 *    204940 *
*    35238 *  40987953 *         1 *    204940 *
*    35266 *  44885625 *         1 *    224429 *
*    35337 *  44886026 *         1 *    224431 *
*    35460 *  44886574 *         1 *    224433 *
*    35556 *  49197201 *         1 *    245987 *
*    35654 *  61762466 *         1 *    308813 *
*    35826 *  61763114 *         1 *    308816 *
*    35843 *  61763157 *         1 *    308816 *
*    35880 *  61763846 *         1 *    308820 *
*    35964 *  92018051 *         1 *    460091 *
*    35986 *  92018120 *         1 *    460091 *
*    35988 *  92018122 *         1 *    460091 *
*    36056 *  97362871 *         1 *    486815 *
*    36189 *  97736380 *         1 *    488682 *
*    36239 *  97736497 *         1 *    488683 *
*    36284 *  99332827 *         1 *    496665 *
*    36304 *  99332873 *         1 *    496665 *
*    36336 *  99332951 *         1 *    496665 *
*    36375 *  99333064 *         1 *    496666 *
*    36376 *  99333065 *         1 *    496666 *
*    36627 * 106605312 *         1 *    533027 *
*    36649 * 106605378 *         1 *    533027 *
*    36651 * 106605381 *         1 *    533027 *
*    36660 * 106605398 *         1 *    533027 *
*    36962 * 106825378 *         1 *    534127 *
*    36992 * 106827063 *         1 *    534136 *
*    37027 * 106827155 *         1 *    534136 *
*    37077 * 106827270 *         1 *    534137 *
*    37104 * 106827342 *         1 *    534137 *
*    37116 * 106827369 *         1 *    534137 *
*    37222 * 125833843 *         1 *    629170 *
*    37296 * 141159037 *         1 *    705796 *
*    37364 * 141159621 *         1 *    705799 *
*    37408 * 141159727 *         1 *    705799 *
*    37542 * 129707056 *         1 *    648536 *
*    37545 * 129707062 *         1 *    648536 *
*    37573 * 129707133 *         1 *    648536 *
*    37642 *  73249931 *         1 *    366250 *
*    37695 * 118762888 *         1 *    593815 *
*    37811 * 117586401 *         1 *    587933 *
*    37834 * 117586453 *         1 *    587933 *
*    37888 * 117586591 *         1 *    587933 *
*    38007 * 135037532 *         1 *    675188 *
*    38326 * 135237472 *         1 *    676188 *
*    38347 * 135237517 *         1 *    676188 *
*    38350 * 135237534 *         1 *    676188 *
*    38450 * 135750424 *         1 *    678753 *
*    38794 * 139801907 *         1 *    699010 *
*    38803 * 139801937 *         1 *    699010 *
*    38863 * 139936501 *         1 *    699683 *
*    38877 * 139936542 *         1 *    699683 *
*    38994 * 144454086 *         1 *    722271 *
*    39234 * 168169491 *         1 *    840848 *
*    39536 * 142665501 *         1 *    713328 *
*    39659 * 143696248 *         1 *    718482 *
*    39869 * 145795450 *         1 *    728978 *
*    39926 * 145795597 *         1 *    728978 *
*    40053 * 149860139 *         1 *    749301 *
*    40075 * 149860191 *         1 *    749301 *
*    40101 * 149860266 *         1 *    749302 *
*    40332 * 151388633 *         1 *    756944 *
*    40395 * 151453611 *         1 *    757269 *
*    40446 * 151453744 *         1 *    757269 *
*    40468 * 151453786 *         1 *    757269 *
*    40566 * 151470450 *         1 *    757353 *
*    40634 * 152498022 *         1 *    762491 *
*    40699 * 152498809 *         1 *    762495 *
*    40767 * 152498980 *         1 *    762495 *
*    40802 * 152499065 *         1 *    762496 *
*    40808 * 152499076 *         1 *    762496 *
*    40909 * 152499336 *         1 *    762497 *
*    41024 * 189426412 *         1 *    947133 *
*    41035 * 189426445 *         1 *    947133 *
*    41176 * 189426990 *         1 *    947135 *
*    41205 *  24754465 *         1 *    123773 *
*    41249 *  24754577 *         1 *    123773 *
*    41251 *  24754588 *         1 *    123773 *
*    41271 *  24754640 *         1 *    123774 *
*    41336 *  24754796 *         1 *    123774 *
*    41342 *  24754811 *         1 *    123775 *
*    41461 *  24755130 *         1 *    123776 *
*    41462 *  24755133 *         1 *    123776 *
*    41524 *  24890683 *         1 *    124454 *
*    41711 *  24906929 *         1 *    124535 *
*    41752 *  24908835 *         1 *    124545 *
*    41800 *  24908945 *         1 *    124545 *
*    41835 *  24892021 *         1 *    124461 *
*    41858 *  24892078 *         1 *    124461 *
*    41906 *  24893417 *         1 *    124468 *
*    41998 *  24906651 *         1 *    124534 *
*    42039 *  24906744 *         1 *    124534 *
*    42174 *  24892282 *         1 *    124462 *
*    42224 *  24892405 *         1 *    124463 *
*    42278 *  24892519 *         1 *    124463 *
*    42283 *  24892526 *         1 *    124463 *
*    42313 *  24892597 *         1 *    124463 *
*    42417 *  24892889 *         1 *    124465 *
*    42504 *  24894530 *         1 *    124473 *
*    42527 *  24894595 *         1 *    124473 *
*    42632 *  24906521 *         1 *    124533 *
*    42639 *  24906531 *         1 *    124533 *
*    42787 *  24905925 *         1 *    124530 *
*    42832 *  24906255 *         1 *    124532 *
*    42910 *  24907284 *         1 *    124537 *
*    43007 *  24906135 *         1 *    124531 *
*    43163 *  24907544 *         1 *    124538 *
*    43196 *  24909228 *         1 *    124547 *
*    43339 *  24908608 *         1 *    124544 *
*    43362 *  24908657 *         1 *    124544 *
*    43473 *  24909526 *         1 *    124548 *
*    43651 *  25895789 *         1 *    129479 *
*    43660 *  25895809 *         1 *    129480 *
*    43820 *  25896221 *         1 *    129482 *
*    43830 *  25896242 *         1 *    129482 *
*    43904 *  25896411 *         1 *    129483 *
*    43930 *  25896482 *         1 *    129483 *
*    43978 *  26276416 *         1 *    131383 *
*    44088 *  26276712 *         1 *    131384 *
*    44094 *  26276722 *         1 *    131384 *
*    44104 *  26276743 *         1 *    131384 *
*    44196 *  26282981 *         1 *    131415 *
*    44252 *  26284095 *         1 *    131421 *
*    44277 *  26284166 *         1 *    131421 *
*    44281 *  26284176 *         1 *    131421 *
*    44473 *  26686477 *         1 *    133433 *
*    44492 *  26686531 *         1 *    133433 *
*    44565 *  26687310 *         1 *    133437 *
*    44781 *  26687673 *         1 *    133439 *
*    44841 *  26690028 *         1 *    133451 *
*    44958 *  26698120 *         1 *    133491 *
*    44978 *  26698181 *         1 *    133491 *
*    45041 *  26688157 *         1 *    133441 *
*    45054 *  26688186 *         1 *    133441 *
*    45074 *  26689836 *         1 *    133450 *
*    45126 *  26689972 *         1 *    133450 *
*    45179 *  26694510 *         1 *    133473 *
*    45332 *  26689084 *         1 *    133446 *
*    45473 *  26693209 *         1 *    133467 *
*    45508 *  26693295 *         1 *    133467 *
*    45518 *  26693327 *         1 *    133467 *
*    45552 *  26700402 *         1 *    133503 *
*    45693 *  26693709 *         1 *    133469 *
*    45717 *  26693776 *         1 *    133469 *
*    45924 *  26701980 *         1 *    133510 *
*    46036 *  26694660 *         1 *    133474 *
*    46041 *  26694674 *         1 *    133474 *
*    46098 *  26697807 *         1 *    133490 *
*    46137 *  26697913 *         1 *    133490 *
*    46148 *  26697961 *         1 *    133490 *
*    46332 *  26695234 *         1 *    133477 *
*    46360 *  26695284 *         1 *    133477 *
*    46404 *  26695391 *         1 *    133477 *
*    46525 *  26695660 *         1 *    133479 *
*    46563 *  26695742 *         1 *    133479 *
*    46601 *  26697428 *         1 *    133488 *
*    46619 *  26697464 *         1 *    133488 *
*    46765 *  26707430 *         1 *    133538 *
*    46779 *  26707462 *         1 *    133538 *
*    46789 *  26707500 *         1 *    133538 *
*    46941 *  26727543 *         1 *    133638 *
*    47178 *  26702554 *         1 *    133513 *
*    47255 *  26729347 *         1 *    133647 *
*    47414 *  26708942 *         1 *    133545 *
*    47445 *  28165622 *         1 *    140829 *
*    47479 *  28165715 *         1 *    140829 *
*    47503 *  28165791 *         1 *    140829 *
*    47620 *  28166082 *         1 *    140831 *
*    47638 *  28166126 *         1 *    140831 *
*    47641 *  28166132 *         1 *    140831 *
*    47774 *  28168285 *         1 *    140842 *
*    47964 *  28168550 *         1 *    140843 *
*    48027 *  28169527 *         1 *    140848 *
*    48224 *  28169280 *         1 *    140847 *
*    48259 *  28169393 *         1 *    140847 *
*    48308 *  28169714 *         1 *    140849 *
*    48487 *  28215348 *         1 *    141077 *
*    48689 *  28216243 *         1 *    141082 *
*    48745 *  28216387 *         1 *    141082 *
*    48878 *  28218330 *         1 *    141092 *
*    49149 *  28225441 *         1 *    141128 *
*    49196 *  28225528 *         1 *    141128 *
*    49304 *  28225785 *         1 *    141129 *
*    49376 *  28225962 *         1 *    141130 *
*    49497 *  28227426 *         1 *    141138 *
*    49559 *  28227555 *         1 *    141138 *
*    49572 *  28227589 *         1 *    141138 *
*    49644 *  28227760 *         1 *    141139 *
*    49647 *  28227764 *         1 *    141139 *
*    49651 *  28227771 *         1 *    141139 *
*    49761 *  28228039 *         1 *    141141 *
*    49767 *  28228055 *         1 *    141141 *
*    49790 *  28228116 *         1 *    141141 *
*    49800 *  28228136 *         1 *    141141 *
*    49911 *  28240218 *         1 *    141202 *
*    49943 *  28240310 *         1 *    141202 *
*    49964 *  28240359 *         1 *    141202 *
*    50064 *  28241411 *         1 *    141208 *
*    50103 *  28241513 *         1 *    141208 *
